2012-03-30T22:34:30 mysql_thread_id	user	hostname	txn_status	time	undo_log_entries	query_text
2012-03-30T22:34:57 348	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263808','3672729622',1333146897337,_binary'&5588106085664858112?????M?????M\0member:86528712\Ztwitter:tweetRhttp://t.co/uOYVaYiy http://t.co/CrT13xF2\0|French police surround suspect in Toulouse shootings - CNN.com(http://t.co/uOYVaYiy?French police officers surrounded a house Wednesday, trying to coax the suspect in a series of deadly shooting to give himself up.\0\0\0\0\0?http://i2.cdn.turner.com/cnn/dam/assets/120321101832-france-toulouse-siege-video-tease.jpg\0\0\0\0\0\0\0\0twitter\0\0\0\0\0\0\
2012-03-30T22:34:57 356	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263923','2889909032',1333146897381,_binary'&5588105238415450112?????M?????M\0\Zmember:646639\Ztwitter:tweet?RT @tropicalgringo: Founder Institute se al?a con Ruta N para apoyar emprendedores digitales. http://t.co/WGgjKLW9\0?Ruta N y Founder sellan alianza de apoyo al emprendimiento digital(http://t.co/WGgjKLW9?Mejorar las competencias de las nuevas empresas de conocimiento que se crean en la ciudad, es un paso importante para aportar a la construcci?n de una Medell?n competitiva que se proyecte inte
2012-03-30T22:34:57 357	espresso	localhost	ACTIVE	00:00	1	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263699','3146247243',1333146897316,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3146247243', timestamp = 1333146897316, val = _binary'&5588099051817050112?????M?????M\0 member:139772667\Z
2012-03-30T22:34:57 358	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263758','4156093526',1333146897327,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4156093526', timestamp = 1333146897327, val = _bin
2012-03-30T22:34:57 360	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263743','3573261290',1333146897325,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3573261290', timestamp =
2012-03-30T22:34:57 361	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263844','4281776009',1333146897344,_binary'&5588119121561690112????M????M\0member:61201601\Ztwitter:tweet?Last few remaining places at the Finding THE Job seminar next month. Bureau Veritas will be there with advisors... http://t.co/xeOKfbBE\0.Finding THE Job Seminar(http://t.co/xeOKfbBE?If you are less than 100% sure about what to do next, or how you can make it happen this seminar is for you. Thanks to Bureau Veritas UK it is free of charge to all Service Leavers and ex Forces Job Seekers. Can you
2012-03-30T22:34:57 363	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263813','1184327650',1333146897338,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1184327650', timestamp = 1333146897338, val = _binary'&5588105070643290112?????M?????M\0 member:14
2012-03-30T22:34:57 366	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263909','2228203199',1333146897380,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2228203199', timestamp = 1333146897380, val = _binary'&5588111852832858112????M????M\0member:10760877\Ztwitter:tweet2@mstowanda hey the
2012-03-30T22:34:57 367	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263888','3270518492',1333146897354,_binary'&5588140428626010112?????M?????M\0member:53424404\Ztwitter:tweet?RT @TheNextWeb: Google Wallet revenue may get shared with carriers to woo them away from ISIS http://t.co/Hj5dMeaz by @harrisonweber\0The Next Web(http://t.co/Hj5dMeaz?Though it’s important to register an account on multiple social media platforms, companies must do more than simply maintain a steady presence and gradually grow their followers. Outgoing messages must… And so the Ultrabook...\0\
2012-03-30T22:34:57 368	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263732','1787429772',1333146897323,_binary'&5588114579130458112?????M?????M\0member:16195724\Ztwitter:tweet?@ESPN_Ski: The trailer for the new @shanemcconkey movie by @mspfilms @redbull set to air Sat on NBC. http://t.co/NkUb1NsG @TahoeSkiBlog\0XShane McConkey movie trailer to air Saturday(http://t.co/NkUb1NsG?Jancsi Hadik/Red Bull A new film about the late Shane McConkey is set to debut in the fall of 2013. The trailer for a new film about the late Shane McConkey, who passed away three years ago, on Ma
2012-03-30T22:34:57 369	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263750','2097791832',1333146897327,_binary[BINARY]d found it! Sadly, some mean...\0\
2012-03-30T22:34:57 372	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263776','1862227554',1333146897331,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1862227554', timestamp = 1333146897331, val = _binary'&5588103896238170112?????M?????M\0member:37076440\Ztwitter:tweet:~ @spam is the
2012-03-30T22:34:57 373	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263839','1731024122',1333146897343,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1731024122', timestamp = 1333146897343, val = _b
2012-03-30T22:34:57 374	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263826','1553348846',1333146897341,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1553348846', timestamp = 1333146897341, val = _binary'&5588097873217626112???
2012-03-30T22:34:57 377	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263714','1056122136',1333146897318,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1056122136', timestamp
2012-03-30T22:34:57 378	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413263893','1245882883',1333146897356,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '12
2012-03-30T22:35:01 211	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284224','3825383637',1333146901441,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3825
2012-03-30T22:35:01 226	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284156','770163331',1333146901431,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '770163331', timestamp = 1333146901431, val =
2012-03-30T22:35:01 228	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284268','411173310',1333146901448,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '411173310', timestamp =
2012-03-30T22:35:01 283	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284237','416674164',1333146901444,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '416674164', timestamp = 1333146901444, val = _binary'&5588109562742874112?????M?????M\0member:11477214\Ztwitter:tweet6@TexasJeffW: ha! br
2012-03-30T22:35:01 295	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284105','1342714168',1333146901422,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1342714168', timestamp = 1333146901422, val =
2012-03-30T22:35:01 309	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284219','2239218981',1333146901440,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2239218981', timestamp = 1
2012-03-30T22:35:01 310	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284329','2482957827',1333146901459,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2482957827', timestamp = 1333146901459, val = _binary'&5588122
2012-03-30T22:35:01 318	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284255','737909980',1333146901447,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '737909980', timestamp = 1333146901447, val = _binary'&5588112326789210112?????M?????M\0member:34857325\Ztwitter:tweet@@TheRealKlos
2012-03-30T22:35:01 321	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284167','2834811082',1333146901433,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2834811082', timestamp = 1333146901433, val = _binary'&5588117208959066112?????M?????M\0member:75822144\Ztwitter:tweet????????????\0\0\0\0\0\0\0\0
2012-03-30T22:35:01 328	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284291','966876391',1333146901452,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '966876391', timestamp = 1333146901452, val = _binary'&5588107117463642112?????M?????M\0\Zmember:622895\Ztwitter:tweetX@gw
2012-03-30T22:35:01 330	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284299','4169237295',1333146901454,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4169237295', timestamp = 1333146901454,
2012-03-30T22:35:01 331	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284273','2894807651',1333146901450,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2894807651', timestamp = 1333146901450, val = _binary'&5588099190229082112?????M?????M
2012-03-30T22:35:01 332	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284192','2584809903',1333146901438,_binary'&5588120597956698112?????M?????M\0member:51464255\Ztwitter:tweet?Real Drillers Know How To Cap Their Wells...\n\nOur next IWCF Drilling and Well Control course will be held on... http://t.co/44xebizT\0?Well Control and Drilling - Surface or Combined - Supervisor or Driller(http://t.co/44xebizT?A new set of courses now available through ESD Simulation Training is certified by the IWCF, a widely accepted benchmark for certification of personnel working the drill
2012-03-30T22:35:01 333	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284286','301153407',1333146901452,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '301153407', timestamp = 1333146901452, val = _bin
2012-03-30T22:35:01 335	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284242','3641116948',1333146901445,_binary'&5588113606051930112????M????M\0member:18202360\Ztwitter:tweet?The KONY Video: What Worked and What Didn’t Work: \nToday’s guest post is written by Molli Mega... http://t.co/Yhgxf54y via @ginidietrich\0bThe KONY Video: What Worked and What Didn’t Work(http://t.co/Yhgxf54y?This post not about how great it is that a 30-minute YouTube video got viewed by 75 million people in just one week but how it achieved that and what went...\0\0\0\0\0Zhttp://i.ytimg.co
2012-03-30T22:35:01 336	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284097','3925057861',1333146901421,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3925057861', timestamp = 1333146901421, val = _binary'&5588109835372634112?????M?????M\0
2012-03-30T22:35:01 337	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284112','3746842179',1333146901423,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3746842179', timestamp = 1333146901423, val = _binary'&5588099060205658112?????M?????M\0 member:140288387\Ztwitt
2012-03-30T22:35:01 338	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284141','1786598230',1333146901429,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1786598230', timestamp = 1333146901429, val = _binary'&5588138293725274112?????M?????M\0memb
2012-03-30T22:35:01 339	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284314','4286150201',1333146901456,_binary'&5588100628875354112?????M?????M\0member:5005810\Ztwitter:tweet????? #noticias RT @espanolinks: ElNacionalWeb: RT @reporteya: RT @patriciarorozco: Denuncias del... http://t.co/J8mHuxVg #cuatroestrellas\0hTwitter / Reporte Ya: RT @patriciarorozco: Denun ...(http://t.co/J8mHuxVg?RT @patriciarorozco: Denuncias del Presidente de URD hizo posible remoci?n de Eladio Aponte Aponte @ElNacionalWeb...\0\0\0\0\0\0\0\0\0\0twitter\0\0\0\0\0\0\0\0\0enUS\0\0\0\0,li.ve
2012-03-30T22:35:01 346	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284138','74497713',1333146901429,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '74497713', timestamp = 1333146901429, val = _binary'&5588110498072666112?????M?????M\0member:73440181\Ztwitte
2012-03-30T22:35:01 356	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284321','1214411711',1333146901458,_binary'&5588098896627802112?????M?????M\0member:77232182linkedin:share?I am working on 3 new job opportunities at 3 different international organisations for senior qualified accountants within the Insurance Industry, that have been released today! Please e-mail me if you would like to know more about them, and I will be send you some info. \n(Based in the City of London, £75,000 - £140,000)\0\0\0\0\0\0\0\0\0\0\0\0\0\0linkedin\0\0\0\0\0\0\0\0\0enUS\0\0\0\0\0\0\0
2012-03-30T22:35:01 358	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284307','1604355369',1333146901455,_binary'&5588102616975450112?????M?????M\0member:29132147\Ztwitter:tweet?@DJTSUNAMI Thanks for the info. Check out my business http://t.co/HmH8EH3L\0Philip Irwin(http://t.co/HmH8EH3L?Thanks for checking out my site. I am so excited about the Body by Vi™ Challenge! This 90 Day Challenge has already helped people lose millions of pounds! There are tens of thousands of people joining each month! The Body by...\0\0\0\0\0lhttp://pirwin01.myvi.net/Images/3825627/692510/3
2012-03-30T22:35:01 360	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284075','2434295541',1333146901418,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '243429
2012-03-30T22:35:01 362	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284336','2233737495',1333146901461,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2233737495', timestamp = 1333146901461,
2012-03-30T22:35:01 363	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284260','2365970752',1333146901447,_binary[BINARY],1) ON DUPLICAT
2012-03-30T22:35:01 365	espresso	localhost	ACTIVE	00:00	1	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284062','3590243801',1333146901415,_binary[BINARY]S IN AUSTIN TEXAS I GOT 2 SHOW U CAN PERFORM AT... http://t.co/tee3fye8\04WHO WANTS TO... | Facebook(http://t.co/tee3fye8?Facebook is a social utility that connects people with friends and others who work, study and live around them. People use Facebook to keep up with friends, upload an unlimited number of photos, post links and vi
2012-03-30T22:35:01 366	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284211','1204779701',1333146901440,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '12
2012-03-30T22:35:01 367	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284130','1616503742',1333146901426,_binary'&5588101220272218112????M????M\0member:12673782\Ztwitter:tweet?RT @the_FJP: Sebastian Junger Launches Medical Training Program for War Correspondents: http://t.co/rbSJmmG1\0jSebastian Junger Launches Medical Training Program...(http://t.co/rbSJmmG1?Sebastian Junger Launches Medical Training Program for War Correspondents Sebastian Junger, author of A Perfect Storm and Producer/Director of Restrepo along with Tim Hetherington, has launched RISC,...\0\0\0\0\0
2012-03-30T22:35:01 369	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284174','1939741055',1333146901434,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1939741055', timestamp = 1333146901434, val = _binary'&558811840014140
2012-03-30T22:35:01 371	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284343','3917941586',1333146901461,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3917941586', timestamp = 1333146901461, val = _binary'&5588122300844122112?????M?????M\
2012-03-30T22:35:01 372	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284206','1212416543',1333146901439,_binary'&5588138079815770112????M????M\0member:14057662\Ztwitter:tweet?RT Happy Birthday Twitter! So eroberte Twitter in 6 Jahren die Welt: http://t.co/jAcbvVPC cc. @AngeloutsideRK via @BILD\0xHappy Birthday: So eroberte Twitter in sechs Jahren die Welt(http://t.co/jAcbvVPC?Vor sechs Jahren schrieb Twitter-Gr?nder Jack Dorsey (36) seine erste Botschaft auf Twitter. Die Geburtsstunde einer Online-Revolution!\0\0\0\0\0?http://bilder.bild.de/fotos-skaliert/mfbq-twit
2012-03-30T22:35:01 373	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284149','2038931770',1333146901430,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2038931770', timestamp = 1333146901430, val = _binary'&5588119884925018112???M???M\0member:98479281\Ztwitte
2012-03-30T22:35:01 377	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284185','2117460743',1333146901437,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2117460743', timestamp = 1333146901437, val = _binary'&5588107109075034112
2012-03-30T22:35:01 378	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284084','356783251',1333146901419,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '356783251', timestamp = 1333146901419, val = _binary
2012-03-30T22:35:01 389	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413284123','70946070',1333146901425,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '70946070', timestamp = 1333146901425, val = _binary'&558810406401033
2012-03-30T22:35:05 211	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303708','1075177402',1333146905327,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1075177402', timestamp = 1333146905327, val = _binary'&5588095843174490112?????M?????M\0member:5494093 linkedin:conne
2012-03-30T22:35:05 226	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303861','2894807651',1333146905357,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2894807651', timestamp = 1333146905357, val = _binary'&5588099190229082112?????M?????M
2012-03-30T22:35:05 228	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303825','2917499206',1333146905350,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2917499206', timestamp = 1333146905350, val = _binary'&558
2012-03-30T22:35:05 245	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303890','2950430163',1333146905363,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2950430163', timestamp = 1333146905363, val = _binary'&5588117292845146112?????M?????M\0 member:137453568\
2012-03-30T22:35:05 258	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303942','4260509976',1333146905382,_binary'&5588097357318234112?????M?????M\0 member:144475820\Ztwitter:tweet?@Best7city Thanks for the add g! Check out my video \[BINARY] Download Link http://richfaam.com/ \n\nFollow me on twitter: http://www.twitter.com/rfkidfella\n\nLike me on facebook:...\0\0\0\0\0Nhttp://i.ytimg.com/vi/r
2012-03-30T22:35:05 283	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303854','3145003825',1333146905356,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3145003825', timestamp = 1333146905356, val = _binary'&5588114419746906112?????M?????M\0 member:113337473linkedin:share0shared via WordPress.com\0
2012-03-30T22:35:05 295	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303872','3649109073',1333146905360,_binary[BINARY]m hiring - fantastic work environment - spread the word!\0\"Audit Semi-Senior.http://bull.hn/l/DRD6/4?Audit Semi-Senior Location: Colchester Salary: £17,000 - £24,000 This is a brilliant opportunity has arisen to participate within a massive expansion drive for a Prestigious Chartered Accountancy Practice in Suffolk, to...\0\0\0\0\0?http://amazon.bullhornreach.com/static/user/headshots/Heat
2012-03-30T22:35:05 300	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303959','3727549302',1333146905394,_binary'&5588120732174426112?????M?????M\0member:21459162\Ztwitter:tweet?Chrome diventa il browser più popolare del mondo per un giorno http://t.co/vLOrHO2L\0~Chrome diventa il browser più popolare del mondo per un giorno(http://t.co/vLOrHO2L?Chrome è stato il browser più utilizzato al mondo per un giorno lo scorso fine settimana, secondo la societ? di analisi web StatCounter. Il rapporto di StatCounter ha rivelato che il browser di Google è diventato il numero u
2012-03-30T22:35:05 302	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303771','3361976516',1333146905339,_binary'&5588096430377050112?????M?????M\0 member:115438442\Ztwitter:tweet?RT @FlavioAug: WiseUp, ontem no programa do J?: http://t.co/LhQhzvgC\0bJÃ´ Soares entrevista Michel Melamed 20/03/2012(http://t.co/LhQhzvgC?https://twitter.com/programa_dojo\n\nAcesse a maior comunidade do Programa do JÃ´ no Orkut http://www.orkut.com.br/Main#Community?cmm=136645\n\nO ator e diretor Michel Melamed acaba de estrear sua mais nova peÃ§a \"Adeusacarne\",...\0\0\0\0\0Nhttp:
2012-03-30T22:35:05 309	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303744','2272035087',1333146905334,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2272035087', timestamp = 1333146905334, val = _binary'&5588137719105626112?
2012-03-30T22:35:05 310	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303717','4152974631',1333146905328,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4152974631', timestamp = 1333146905328, val = _binary'&5588106152773722112????M????M\0member:98012042linkedin:share\0\0 6http://www.uniqueonline.es/ \0\0\0\0\0Lhttp://www.uniqueonline.es/img/dot.png\0\
2012-03-30T22:35:05 313	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303656','3607443769',1333146905316,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3607443769', timestamp = 1333146905316, val = _binary'&5588110267385946112?????M?????M\0 member:115760141\Ztwitter:tweet<@hagenmuel
2012-03-30T22:35:05 318	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303667','4172398674',1333146905318,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4172398674', timestamp = 1333146905318, val = _b
2012-03-30T22:35:05 320	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303869','1932288793',1333146905359,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1932288793', timestamp = 1333146905359, val = _binary'&5588101878777946112?????M?????M
2012-03-30T22:35:05 321	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303928','1816633771',1333146905375,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1816633771', timestamp = 1333146905375, val = _binary'&
2012-03-30T22:35:05 323	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303700','3666546974',1333146905325,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3666546974', timestamp = 1333146905325, val = _binary'&5588122913212506112????M????M\0 member:110162972\Ztwitte
2012-03-30T22:35:05 328	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303762','1252213262',1333146905338,_binary[BINARY]s to come is sometimes tricky. Today was no different than yesterday... almost like a theme is building. Going to have to mix things up a bit more tomorrow.
2012-03-30T22:35:05 330	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303887','2634199205',1333146905363,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2634199205', timestamp = 1333146905363, val = _binary'
2012-03-30T22:35:05 331	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303915','1016359398',1333146905371,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1016359398', timestamp = 1333146905371, val = _binary'&5588119880730714112?????M?????M\0member:85805030\Ztwitter:tweet&efficienter werken=\0
2012-03-30T22:35:05 332	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303780','1250890595',1333146905341,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1250890595', timestamp = 1333146905341, val = _binary'&55
2012-03-30T22:35:05 333	espresso	localhost	ACTIVE	00:00	0	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413303612','3393172661',1333146905307,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3393172661', timestamp = 1333146905307, val = _binary'&5588097529284698112?????M?????M\0member:64271059\Ztwitter:tweet,Tebow to the JETS !!
